respondent_id,survey_date,age,location,customer_tenure,membership_tier,purchase_frequency,avg_order_value,categories_purchased,channel_preference,nps_score,checkout_satisfaction,search_satisfaction,returns_satisfaction,improvement_suggestion,favorite_feature
b0f1a2b3-d5e6-4f6a-7b8c-9c0d1e2f3a4b,2025-12-18,67,MT,10,Platinum,17,423,camping|hiking|climbing,in-store,10,5,5,5,,in-store pickup
c1a2b3c4-e6f7-4a7b-8c9d-0d1e2f3a4b5c,2025-12-20,42,WA,6,Gold,10,267,camping|hiking|water-sports|apparel,desktop,9,4,4,5,,loyalty rewards
d2b3c4d5-f7a8-4b8c-9d0e-1e2f3a4b5c6d,2025-12-22,24,UT,1,None,3,86,climbing|apparel,mobile,5,2,3,3,checkout too complicated,sustainability info
e3c4d5e6-a8b9-4c9d-0e1f-2f3a4b5c6d7e,2025-12-24,55,CO,9,Platinum,15,389,camping|hiking|climbing|water-sports,in-store,9,5,5,5,,in-store experts
f4d5e6f7-b9c0-4d0e-1f2a-3a4b5c6d7e8f,2025-12-26,33,OR,3,Silver,6,162,hiking|apparel|footwear,app,7,4,4,4,,gear comparison tool
a5e6f7a8-c0d1-4e1f-2a3b-4b5c6d7e8f9a,2025-12-28,48,WA,7,Gold,12,298,camping|hiking|climbing,desktop,9,5,4,4,,easy returns
b6f7a8b9-d1e2-4f2a-3b4c-5c6d7e8f9a0b,2025-12-30,22,CA,0,None,2,74,apparel|footwear,mobile,5,2,3,3,more green products,sustainability info
c7a8b9c0-e2f3-4a3b-4c5d-6d7e8f9a0b1c,2025-10-02,50,UT,6,Gold,10,256,camping|climbing|water-sports,desktop,8,4,4,4,,trail finder
d8b9c0d1-f3a4-4b4c-5d6e-7e8f9a0b1c2d,2025-10-04,38,CO,5,Gold,9,234,camping|hiking|apparel,in-store,8,5,5,4,,price matching
e9c0d1e2-a4b5-4c5d-6e7f-8f9a0b1c2d3e,2025-10-06,26,MT,1,Bronze,4,117,hiking|apparel|footwear,mobile,6,2,3,4,mobile site buggy,expert advice chat
f0d1e2f3-b5c6-4d6e-7f8a-9a0b1c2d3e4f,2025-10-08,60,WA,9,Platinum,14,367,camping|hiking|climbing,desktop,10,5,5,5,,gear reviews
a1e2f3a4-c6d7-4e7f-8a9b-0b1c2d3e4f5a,2025-10-10,35,OR,4,Silver,7,178,hiking|water-sports|apparel,app,8,4,4,4,,loyalty rewards
b2f3a4b5-d7e8-4f8a-9b0c-1c2d3e4f5a6b,2025-10-12,71,ID,10,Platinum,15,387,camping|hiking,in-store,10,5,5,5,,in-store pickup
c3a4b5c6-e8f9-4a9b-0c1d-2d3e4f5a6b7c,2025-10-14,43,CA,6,Gold,10,267,camping|hiking|climbing|apparel,desktop,9,4,4,5,,price alerts
d4b5c6d7-f9a0-4b0c-1d2e-3e4f5a6b7c8d,2025-10-16,23,UT,0,None,3,89,hiking|apparel,mobile,5,2,3,3,need sustainable options,sustainability info
e5c6d7e8-a0b1-4c1d-2e3f-4f5a6b7c8d9e,2025-10-18,52,WA,8,Platinum,13,345,camping|hiking|climbing|water-sports,app,9,4,5,5,,gear comparison tool
f6d7e8f9-b1c2-4d2e-3f4a-5a6b7c8d9e0f,2025-10-20,31,CO,3,Silver,6,156,camping|hiking|apparel|footwear,desktop,7,4,4,4,,easy returns
a7e8f9a0-c2d3-4e3f-4a5b-6b7c8d9e0f1a,2025-10-22,45,MT,7,Gold,11,278,camping|hiking|water-sports,in-store,9,5,4,4,,expert advice chat
b8f9a0b1-d3e4-4f4a-5b6c-7c8d9e0f1a2b,2025-10-24,19,OR,0,None,2,67,apparel|footwear,mobile,4,2,3,3,eco shipping options,sustainability info
c9a0b1c2-e4f5-4a5b-6c7d-8d9e0f1a2b3c,2025-10-26,57,CA,9,Platinum,16,412,camping|hiking|climbing,desktop,10,5,5,5,,trail finder
d0b1c2d3-f5a6-4b6c-7d8e-9e0f1a2b3c4d,2025-10-28,37,WA,4,Silver,7,187,hiking|climbing|apparel,desktop,8,4,4,4,,loyalty rewards
e1c2d3e4-b6c7-4c7d-8e9f-0f1a2b3c4d5e,2025-10-30,29,UT,2,Bronze,5,137,hiking|water-sports,mobile,6,3,3,4,mobile checkout issues,gear reviews
f2d3e4f5-c7d8-4d8e-9f0a-1a2b3c4d5e6f,2025-11-01,63,CO,10,Platinum,15,389,camping|hiking|climbing|water-sports,in-store,10,5,5,5,,in-store experts
a3e4f5a6-d8e9-4e9f-0a1b-2b3c4d5e6f7a,2025-11-03,40,OR,5,Gold,8,213,camping|hiking|apparel,app,8,4,5,4,,price matching
b4f5a6b7-e9f0-4f0a-1b2c-3c4d5e6f7a8b,2025-11-05,25,CA,1,None,3,93,hiking|apparel|footwear,mobile,5,2,3,3,app crashes randomly,easy returns
c5a6b7c8-f0a1-4a1b-2c3d-4d5e6f7a8b9c,2025-11-07,54,MT,8,Platinum,14,356,camping|hiking|climbing,desktop,9,5,4,5,,gear comparison tool
d6b7c8d9-a1b2-4b2c-3d4e-5e6f7a8b9c0d,2025-11-09,34,WA,4,Silver,7,178,camping|hiking|water-sports|apparel,in-store,8,5,4,4,,trail finder
e7c8d9e0-b2c3-4c3d-4e5f-6f7a8b9c0d1e,2025-11-11,27,UT,1,Bronze,4,123,climbing|apparel,mobile,6,2,3,4,mobile UX needs work,loyalty rewards
f8d9e0f1-c3d4-4d4e-5f6a-7a8b9c0d1e2f,2025-11-13,66,CO,10,Platinum,17,423,camping|hiking|climbing|water-sports,in-store,10,5,5,5,,expert advice chat
a9e0f1a2-d4e5-4e5f-6a7b-8b9c0d1e2f3a,2025-11-15,39,CA,5,Gold,9,234,camping|hiking|apparel,desktop,8,4,4,4,,price alerts
b0f1a2b3-e5f6-4f6a-7b8c-9c0d1e2f3a4b,2025-11-17,21,OR,0,None,2,72,apparel|footwear,mobile,4,2,3,3,want zero-waste packaging,sustainability info
c1a2b3c4-f6a7-4a7b-8c9d-0d1e2f3a4b5c,2025-11-19,51,WA,6,Gold,10,256,camping|hiking|climbing,desktop,9,4,4,5,,gear reviews
d2b3c4d5-a7b8-4b8c-9d0e-1e2f3a4b5c6d,2025-11-21,36,MT,4,Silver,7,189,hiking|water-sports|apparel|footwear,app,8,4,4,4,,easy returns
e3c4d5e6-b8c9-4c9d-0e1f-2f3a4b5c6d7e,2025-11-23,46,UT,7,Gold,11,287,camping|hiking|climbing|apparel,desktop,9,5,4,5,,in-store pickup
f4d5e6f7-c9d0-4d0e-1f2a-3a4b5c6d7e8f,2025-11-25,24,TX,1,None,3,94,hiking|apparel,mobile,5,2,3,3,faster mobile site,trail finder
a5e6f7a8-d0e1-4e1f-2a3b-4b5c6d7e8f9a,2025-11-27,59,CA,9,Platinum,15,398,camping|hiking|water-sports,in-store,10,5,5,5,,loyalty rewards
b6f7a8b9-e1f2-4f2a-3b4c-5c6d7e8f9a0b,2025-11-29,32,CO,3,Silver,6,162,camping|hiking|apparel|footwear,desktop,7,4,4,4,,gear comparison tool
c7a8b9c0-f2a3-4a3b-4c5d-6d7e8f9a0b1c,2025-12-01,48,WA,7,Gold,12,298,camping|hiking|climbing,app,9,4,5,5,,price matching
d8b9c0d1-a3b4-4b4c-5d6e-7e8f9a0b1c2d,2025-12-03,22,OR,0,None,2,68,apparel|footwear,mobile,5,2,3,3,more eco brands needed,sustainability info
e9c0d1e2-b4c5-4c5d-6e7f-8f9a0b1c2d3e,2025-12-05,56,UT,8,Platinum,14,367,camping|hiking|climbing|water-sports,desktop,9,5,4,5,,expert advice chat
f0d1e2f3-c5d6-4d6e-7f8a-9a0b1c2d3e4f,2025-12-07,35,MT,4,Silver,7,178,camping|hiking|water-sports,in-store,8,5,4,4,,easy returns
a1e2f3a4-d6e7-4e7f-8a9b-0b1c2d3e4f5a,2025-12-09,28,CA,2,Bronze,5,134,hiking|apparel|footwear,mobile,6,3,3,4,checkout process confusing,gear reviews
b2f3a4b5-e7f8-4f8a-9b0c-1c2d3e4f5a6b,2025-12-11,68,CO,10,Platinum,17,434,camping|hiking|climbing|water-sports,in-store,10,5,5,5,,in-store experts
c3a4b5c6-f8a9-4a9b-0c1d-2d3e4f5a6b7c,2025-12-13,41,WA,5,Gold,9,234,camping|hiking|apparel,desktop,8,4,5,4,,trail finder
d4b5c6d7-a9b0-4b0c-1d2e-3e4f5a6b7c8d,2025-12-15,26,UT,1,None,3,89,climbing|apparel|footwear,mobile,5,2,3,3,mobile site crashes,loyalty rewards
e5c6d7e8-b0c1-4c1d-2e3f-4f5a6b7c8d9e,2025-12-17,53,OR,8,Platinum,13,345,camping|hiking|climbing,app,9,4,4,5,,gear comparison tool
f6d7e8f9-c1d2-4d2e-3f4a-5a6b7c8d9e0f,2025-12-19,37,CA,4,Silver,7,187,hiking|water-sports|apparel|footwear,desktop,8,4,4,4,,price alerts
a7e8f9a0-d2e3-4e3f-4a5b-6b7c8d9e0f1a,2025-12-21,30,CO,3,Silver,6,163,camping|hiking|apparel,mobile,6,3,4,4,wish mobile was smoother,easy returns
b8f9a0b1-e3f4-4f4a-5b6c-7c8d9e0f1a2b,2025-12-23,61,WA,9,Platinum,15,389,camping|hiking|climbing|water-sports,in-store,10,5,5,5,,expert advice chat
c9a0b1c2-f4a5-4a5b-6c7d-8d9e0f1a2b3c,2025-12-25,44,MT,6,Gold,10,267,camping|hiking|water-sports,desktop,9,4,4,5,,gear reviews
d0b1c2d3-a5b6-4b6c-7d8e-9e0f1a2b3c4d,2025-12-27,20,TX,0,None,2,67,apparel|footwear,mobile,4,2,3,3,need sustainable shipping,sustainability info
e1c2d3e4-c6d7-4c7d-8e9f-0f1a2b3c4d5e,2025-12-29,58,UT,9,Platinum,14,367,camping|hiking|climbing,in-store,9,5,5,5,,trail finder
f2d3e4f5-d7e8-4d8e-9f0a-1a2b3c4d5e6f,2025-12-31,33,OR,3,Silver,6,156,hiking|climbing|apparel,desktop,7,4,4,4,,loyalty rewards
